seed,system,task,r2,tier,symbolic,numerical,max_err,ground_truth,found_expression,detail
123,hypatiax,N11,0.9999999999998851,FAIL,False,False,nan,x**y,exp((((sin(sqrt(exp(x)) / 1.46554076e-8) * y) + (cube(x) * sin(sin(sin(sin(sqrt(x) / 1.46554076e-8)) * x)))) * -2.000465,simplify≠0 | eval error: name 'cube' is not defined
123,hypatiax,N12,-inf,FAIL,False,False,nan,x**4 - x**3 + y**2 / 2 - y,FAILED,r²=-inf < threshold 0.9999
123,pysr,N1,0.9999999999999997,FAIL,False,False,nan,x**3 + x**2 + x,((x - (cube(sin(square(exp(cube(x))))) * 1.01582756e-7)) * -0.32684806) + ((1.326848 + ((x - (1.01582756e-7 * square(squ,simplify≠0 | eval error: name 'cube' is not defined
123,pysr,N2,0.9999999999999987,FAIL,False,False,nan,x**4 + x**3 + x**2 + x,(-2.8184494e-10 / (sin(sin(x) * x) + -0.9994437)) + (((square(x) / x) + cube(x)) * (((-2.1527055e-10 / (-2.1527055e-10 /,simplify≠0 | eval error: name 'cube' is not defined
123,pysr,N3,1.0,FAIL,False,False,nan,x**5 + x**4 + x**3 + x**2 + x,((x + (x * ((x + (((((cube(x) + x) * x) + 0.7062379) + (cube(x) - 0.61344504)) - 0.41262403)) + 0.31983116))) + x) - x,simplify≠0 | eval error: name 'cube' is not defined
123,pysr,N4,0.9999973846230625,FAIL,False,False,nan,x**6 + x**5 + x**4 + x**3 + x**2 + x,cube((square(x) - (x * -0.3255161)) + 0.5700959) + (sin(sin(sin((x * 0.71298295) + -0.17027055))) - square(square(x) + 0,simplify≠0 | eval error: name 'cube' is not defined
123,pysr,N5,-10.111012184762435,FAIL,False,False,nan,sin(x**2) * cos(x) - 1,(cos((x + (x / -0.37461185)) * sin(cos(x * 0.9264862))) - (cos(cos(0.021107025 - cos(x / 0.29933313)) * sin(x * 0.893179,r²=-10.111012 < threshold 0.9999
123,pysr,N6,0.9999999999999432,NUMERICAL,False,True,9.381551313580871e-09,sin(x) + sin(x + x**2),(sin(x) - 1.5555997e-8) + (sin((1.5555997e-8 + square(x)) + (x - (square(x + x) * 8.048816e-9))) - (-1.16465655e-8 / (co,simplify≠0 | max_err=9.38e-09 on 1000 pts
123,pysr,N7,1.0,FAIL,False,False,nan,log(x + 1) + log(x**2 + 1),log(((x * (((cube(x) * x) / x) / ((cube(square(x) / x) / x) / x))) + (square(x) + x)) + 1.0),simplify≠0 | eval error: name 'cube' is not defined
123,pysr,N8,0.9999999999999994,NUMERICAL,False,True,2.2181681380573082e-07,sqrt(x),sqrt(x - (((2.6111538e-10 / (cos(x + x) + 0.03590116)) / sin(x + 0.1422826)) + (1.3055769e-10 / (0.9948346 - cos(exp(x +,sympy timeout | max_err=2.22e-07 on 1000 pts
123,pysr,N9,-4.1368123065145676e+23,FAIL,False,False,nan,sin(x) + sin(y**2),sin(square(y) - 1.964809e-9) + (sin(x) + (exp(square(x * y) * sin((sin(square(y)) * -9.147354) + y)) * 1.2027536e-9)),r²=-413681230651456755859456.000000 < threshold 0.9999
123,pysr,N10,0.9999999999999342,FAIL,False,False,nan,2 * sin(x) * cos(y),(cos(y) + (exp((cos(cube(x)) * cos(0.42160618 / (-0.011701352 - cos(y)))) - sin((sqrt(x) - -0.22784674) * y)) * 5.251404,simplify≠0 | eval error: name 'cube' is not defined
123,pysr,N11,0.9999999999999867,NUMERICAL,False,True,2.3211156419122858e-07,x**y,exp((log(x) - (-5.042516e-8 * log(cos(cos(log(exp(x) + (y / exp(x))) - (square(y) / cos(square(y / x) - 0.3671209))))))),simplify≠0 | max_err=2.32e-07 on 1000 pts
123,pysr,N12,1.0,NUMERICAL,False,True,1.5787357865448826e-08,x**4 - x**3 + y**2 / 2 - y,(square(y * 0.70710677) + (square(square(x)) - ((x * (((x / x) / x) / x)) * ((square(square(x)) * x) / x)))) - y,simplify≠0 | max_err=1.58e-08 on 1000 pts
123,hypatiax,N1,0.9999999999999839,FAIL,False,False,nan,x**3 + x**2 + x,(x + cube(x)) + ((square(sin(square(cube((x + x) + x))) * exp(x)) * -1.3285685e-8) + (((x + (x + square(x))) - x) - x)),simplify≠0 | eval error: name 'cube' is not defined
123,hypatiax,N2,0.9999999999999991,FAIL,False,False,nan,x**4 + x**3 + x**2 + x,(((((x + cube(x)) * x) - x) - x) + ((x + x) + ((x * ((cube(x) - x) * (0.9999999 / x))) + x))) + x,simplify≠0 | eval error: name 'cube' is not defined
123,hypatiax,N3,1.0,FAIL,False,False,nan,x**5 + x**4 + x**3 + x**2 + x,x * (1.2267568 + (((-0.22675687 + (x + cube(x))) + ((((((x * (x + cube(x))) - x) / x) / x) * x) * x)) + x)),simplify≠0 | eval error: name 'cube' is not defined
123,hypatiax,N4,1.0,FAIL,False,False,nan,x**6 + x**5 + x**4 + x**3 + x**2 + x,((((x + (square(x) * square(x))) + (x + 0.9999995)) + (square(x) + ((x * (cube(x) + x)) * x))) - x) * x,simplify≠0 | eval error: name 'cube' is not defined
123,hypatiax,N5,0.9999999999999999,NUMERICAL,False,True,9.79552450264265e-09,sin(x**2) * cos(x) - 1,-1.0 + ((((x * ((x * (x / square(square(x + 4.7004893e-9)))) * ((cos(x) * sin(square(x))) * square(x)))) / x) / x) * x),simplify≠0 | max_err=9.80e-09 on 1000 pts
123,hypatiax,N6,0.9999999999993889,FAIL,False,False,nan,sin(x) + sin(x + x**2),((sin(x) + 0.0030325616) + sin(square(x) + (x + ((square(cube(sin(square(square(square(cube(square(square(x))))))) + x)),simplify≠0 | eval error: name 'cube' is not defined
123,hypatiax,N7,1.0,FAIL,False,False,nan,log(x + 1) + log(x**2 + 1),log(((square(sqrt(x)) + sqrt(square(x) * 1.0000001)) + x) + ((sqrt(cube(square(x))) + ((square(x) - x) + 1.0)) - sqrt(sq,simplify≠0 | eval error: name 'cube' is not defined
123,hypatiax,N8,1.0,NUMERICAL,False,True,2.391007085655872e-07,sqrt(x),sqrt(exp(log(x) / sqrt((sqrt(x) * (sqrt(exp(log(1.4901689e-8 + x))) / x)) / sqrt((sqrt(x) / x) * sqrt(x + 8.038285e-8))),simplify≠0 | max_err=2.39e-07 on 1000 pts
123,hypatiax,N9,0.9999999902965059,FAIL,False,False,nan,sin(x) + sin(y**2),(sin(x) - (cube(square(((y * cos(cube(y) * cos(cos(exp(cube(x - 0.59288824)))))) + 0.121653676) * x)) * -2.4640805e-9)) ,simplify≠0 | eval error: name 'cube' is not defined
123,hypatiax,N10,0.9999999999999996,FAIL,False,False,nan,2 * sin(x) * cos(y),(((cos(cos(square(cos((cube(sin(x)) * -2.006969) * (y + 0.17931125)) - exp(x + -0.332462)))) * -1.0387197e-7) + 0.834906,simplify≠0 | eval error: name 'cube' is not defined
123,hypatiax,N11,0.9999999999998851,FAIL,False,False,nan,x**y,exp((((sin(sqrt(exp(x)) / 1.46554076e-8) * y) + (cube(x) * sin(sin(sin(sin(sqrt(x) / 1.46554076e-8)) * x)))) * -2.000465,simplify≠0 | eval error: name 'cube' is not defined
123,hypatiax,N12,-inf,FAIL,False,False,nan,x**4 - x**3 + y**2 / 2 - y,FAILED,r²=-inf < threshold 0.9999
123,pysr,N1,0.9999999999999997,FAIL,False,False,nan,x**3 + x**2 + x,((x - (cube(sin(square(exp(cube(x))))) * 1.01582756e-7)) * -0.32684806) + ((1.326848 + ((x - (1.01582756e-7 * square(squ,simplify≠0 | eval error: name 'cube' is not defined
123,pysr,N2,0.9999999999999987,FAIL,False,False,nan,x**4 + x**3 + x**2 + x,(-2.8184494e-10 / (sin(sin(x) * x) + -0.9994437)) + (((square(x) / x) + cube(x)) * (((-2.1527055e-10 / (-2.1527055e-10 /,simplify≠0 | eval error: name 'cube' is not defined
123,pysr,N3,1.0,FAIL,False,False,nan,x**5 + x**4 + x**3 + x**2 + x,((x + (x * ((x + (((((cube(x) + x) * x) + 0.7062379) + (cube(x) - 0.61344504)) - 0.41262403)) + 0.31983116))) + x) - x,simplify≠0 | eval error: name 'cube' is not defined
123,pysr,N4,0.9999973846230625,FAIL,False,False,nan,x**6 + x**5 + x**4 + x**3 + x**2 + x,cube((square(x) - (x * -0.3255161)) + 0.5700959) + (sin(sin(sin((x * 0.71298295) + -0.17027055))) - square(square(x) + 0,simplify≠0 | eval error: name 'cube' is not defined
123,pysr,N5,-10.111012184762435,FAIL,False,False,nan,sin(x**2) * cos(x) - 1,(cos((x + (x / -0.37461185)) * sin(cos(x * 0.9264862))) - (cos(cos(0.021107025 - cos(x / 0.29933313)) * sin(x * 0.893179,r²=-10.111012 < threshold 0.9999
123,pysr,N6,0.9999999999999432,NUMERICAL,False,True,9.381551313580871e-09,sin(x) + sin(x + x**2),(sin(x) - 1.5555997e-8) + (sin((1.5555997e-8 + square(x)) + (x - (square(x + x) * 8.048816e-9))) - (-1.16465655e-8 / (co,simplify≠0 | max_err=9.38e-09 on 1000 pts
123,pysr,N7,1.0,FAIL,False,False,nan,log(x + 1) + log(x**2 + 1),log(((x * (((cube(x) * x) / x) / ((cube(square(x) / x) / x) / x))) + (square(x) + x)) + 1.0),simplify≠0 | eval error: name 'cube' is not defined
123,pysr,N8,0.9999999999999994,NUMERICAL,False,True,2.2181681380573082e-07,sqrt(x),sqrt(x - (((2.6111538e-10 / (cos(x + x) + 0.03590116)) / sin(x + 0.1422826)) + (1.3055769e-10 / (0.9948346 - cos(exp(x +,sympy timeout | max_err=2.22e-07 on 1000 pts
123,pysr,N9,-4.1368123065145676e+23,FAIL,False,False,nan,sin(x) + sin(y**2),sin(square(y) - 1.964809e-9) + (sin(x) + (exp(square(x * y) * sin((sin(square(y)) * -9.147354) + y)) * 1.2027536e-9)),r²=-413681230651456755859456.000000 < threshold 0.9999
123,pysr,N10,0.9999999999999342,FAIL,False,False,nan,2 * sin(x) * cos(y),(cos(y) + (exp((cos(cube(x)) * cos(0.42160618 / (-0.011701352 - cos(y)))) - sin((sqrt(x) - -0.22784674) * y)) * 5.251404,simplify≠0 | eval error: name 'cube' is not defined
123,pysr,N11,0.9999999999999867,NUMERICAL,False,True,2.3211156419122858e-07,x**y,exp((log(x) - (-5.042516e-8 * log(cos(cos(log(exp(x) + (y / exp(x))) - (square(y) / cos(square(y / x) - 0.3671209))))))),simplify≠0 | max_err=2.32e-07 on 1000 pts
123,pysr,N12,1.0,NUMERICAL,False,True,1.5787357865448826e-08,x**4 - x**3 + y**2 / 2 - y,(square(y * 0.70710677) + (square(square(x)) - ((x * (((x / x) / x) / x)) * ((square(square(x)) * x) / x)))) - y,simplify≠0 | max_err=1.58e-08 on 1000 pts
2024,hypatiax,N1,1.0,FAIL,False,False,nan,x**3 + x**2 + x,((x + (((cube(x) + (((x + square(x)) + x) - (square(x) * ((x / x) / x)))) - x) + 1.236443e-7)) + x) - (x - -1.2419872e-7,simplify≠0 | eval error: name 'cube' is not defined
2024,hypatiax,N2,0.9999999999999994,FAIL,False,False,nan,x**4 + x**3 + x**2 + x,x + ((x * (((((x * x) * (x * 0.99999994)) + ((cube(x) + x) * x)) / x) * x)) / x),simplify≠0 | eval error: name 'cube' is not defined
2024,hypatiax,N3,0.9999999999999999,FAIL,False,False,nan,x**5 + x**4 + x**3 + x**2 + x,(((((x + (cube(x) + -2.4612626e-7)) * x) * x) + x) + (((x * (x + cube(x))) + (x + -4.1138907e-7)) - -4.1138907e-7)) - x,simplify≠0 | eval error: name 'cube' is not defined
2024,hypatiax,N4,0.9999999999999981,NUMERICAL,False,True,3.9883801150608633e-07,x**6 + x**5 + x**4 + x**3 + x**2 + x,x + (((x + (0.9999995 + square(x))) * ((1.0000002 + (x * square(x))) * x)) - x),simplify≠0 | max_err=3.99e-07 on 1000 pts
2024,hypatiax,N5,-0.6915819039059026,FAIL,False,False,nan,sin(x**2) * cos(x) - 1,(cos(0.018963575 - cos(((cos(((square(cos(x * 1.0716859)) * 0.57970643) + 0.801484) * square(x)) * 0.2033999) - 1.741149,r²=-0.691582 < threshold 0.9999
2024,hypatiax,N6,0.9999999999994164,FAIL,False,False,nan,sin(x) + sin(x + x**2),sin(x + (cube(x) * -2.3600212e-8)) + sin(((((exp(x * sin(square(cube(x + x)))) + 0.99781394) * cube(x)) * -1.1159209e-8),simplify≠0 | eval error: name 'cube' is not defined
2024,hypatiax,N7,1.0,FAIL,False,False,nan,log(x + 1) + log(x**2 + 1),log(((cube(x) + x) - x) + (x + ((cube(x) + square(x)) + (((((x + -0.31507778) + (x - cube(x))) - x) - x) + 1.3150778)))),simplify≠0 | eval error: name 'cube' is not defined
2024,hypatiax,N8,1.0,SYMBOLIC,True,False,nan,sqrt(x),sqrt(((exp(log(x)) - x) * square(cos((0.622641 / x) - exp(square(x) + x)))) + x),"simplify→0 [positive domain, 0.0s]"
2024,hypatiax,N9,0.9999999999999098,NUMERICAL,False,True,4.1673566708588794e-08,sin(x) + sin(y**2),(((sin(x) * x) + 0.94153064) * (square(y) * 1.0430301e-8)) + ((sin(square(y)) + sin(x)) + ((1.0430301e-8 * square(y)) * ,simplify≠0 | max_err=4.17e-08 on 1000 pts
2024,hypatiax,N10,0.9999999999999973,FAIL,False,False,nan,2 * sin(x) * cos(y),sin(x) * (((cos(-8.502634e-9 - y) + (cos(cos(cube(y)) - ((cos(y) + -8.502634e-9) / -2.305632e-8)) * -2.3050982e-8)) * 2.,simplify≠0 | eval error: name 'cube' is not defined
2024,hypatiax,N11,0.9999999999999994,NUMERICAL,False,True,8.881784197001252e-16,x**y,exp(((y * ((log(x) * 2.040422) / y)) * y) / 2.040422) * ((((y * (y * ((y / y) / y))) * y) / y) / y),simplify≠0 | max_err=8.88e-16 on 1000 pts
2024,hypatiax,N12,-inf,FAIL,False,False,nan,x**4 - x**3 + y**2 / 2 - y,FAILED,r²=-inf < threshold 0.9999
2024,pysr,N1,0.9999999999999992,NUMERICAL,False,True,5.341987874274423e-08,x**3 + x**2 + x,((((x * 3.4790045e-8) + (x + 0.14157055)) + square(x)) * x) + ((x + ((square(x) + 0.30253604) * 2.303514e-8)) + ((x + (1,simplify≠0 | max_err=5.34e-08 on 1000 pts
2024,pysr,N2,0.9999999999999994,FAIL,False,False,nan,x**4 + x**3 + x**2 + x,(x * 0.99999994) + ((x * (x * ((((cube(x) + x) * x) + (((square(x) * 1.1793786) * x) * 0.8479041)) / x))) / x),simplify≠0 | eval error: name 'cube' is not defined
2024,pysr,N3,0.9551533479347759,FAIL,False,False,nan,x**5 + x**4 + x**3 + x**2 + x,(square(exp(x) - cos(x - 0.017918289)) + (x * sin(sin((x / 0.58984876) - cos(cos(exp((x - -0.9613632) / -0.07423807)))) ,r²=0.955153 < threshold 0.9999
2024,pysr,N4,0.9059057997123549,FAIL,False,False,nan,x**6 + x**5 + x**4 + x**3 + x**2 + x,0.002712385 + ((exp(x * 2.0612006) + (sin(((cos(cube(x - 0.54948753) * -0.45854753) + -2.1381433) * x) + 0.014364929) + ,r²=0.905906 < threshold 0.9999
2024,pysr,N5,-0.7011880600487064,FAIL,False,False,nan,sin(x**2) * cos(x) - 1,((cos(cos(cos(cos(cos(square(x * (x * 0.50367767))))))) * 0.2955936) + -1.2355263) * cos(sin(x / (-0.46164328 / cos(cos(,r²=-0.701188 < threshold 0.9999
2024,pysr,N6,0.9999999999999878,FAIL,False,False,nan,sin(x) + sin(x + x**2),sin(x) + (sin(x + square(x)) + (exp(square(square(sin(square(square(x)))) + sin(square(cube(x + 0.902891)))) + 0.0433622,simplify≠0 | eval error: name 'cube' is not defined
2024,pysr,N7,0.991453379629507,FAIL,False,False,nan,log(x + 1) + log(x**2 + 1),(x - -0.0017243716) * (((x * 0.9492389) / exp(x * (cube(cos(x) / ((cube(cos(x / 0.9489896)) * square(x)) + exp(x))) + 0.,r²=0.991453 < threshold 0.9999
2024,pysr,N8,1.0,SYMBOLIC,True,False,nan,sqrt(x),sqrt((((exp(log(x)) - x) * square(cos(exp(square(x)) + cos(x)))) * cos(exp(x - -0.9629196))) + x),"simplify→0 [positive domain, 0.0s]"
2024,pysr,N9,0.999999999999946,NUMERICAL,False,True,2.59151142767422e-08,sin(x) + sin(y**2),sin(x) + sin((y - ((x + cos(y * (((x * 0.54480517) - -0.60732704) - square(y + y)))) * (y * 2.3215222e-8))) * y),simplify≠0 | max_err=2.59e-08 on 1000 pts
2024,pysr,N10,0.9999999999999933,FAIL,False,False,nan,2 * sin(x) * cos(y),(((cos(cos(square(y)) - x) * -3.0985053e-8) * (sin(sin(sin(sin(sin(square(cube(cube(log(y))))))))) + x)) + cos(y)) * (si,simplify≠0 | eval error: name 'cube' is not defined
2024,pysr,N11,0.9999999999999477,NUMERICAL,False,True,2.3989878750185767e-07,x**y,exp(log(x) * ((sin((exp(x) / y) / -5.817195e-12) * (cos(y) * (x * -1.1548022e-7))) + y)),simplify≠0 | max_err=2.40e-07 on 1000 pts
2024,pysr,N12,0.9999999999999998,NUMERICAL,False,True,5.750097934603682e-08,x**4 - x**3 + y**2 / 2 - y,(((((square(y) * 0.49999997) - y) + ((-1.0 / (x + 3.0745085e-8)) * (((x + -2.7870444e-8) * square(square(x))) / x))) + s,simplify≠0 | max_err=5.75e-08 on 1000 pts
2024,hypatiax,N1,1.0,FAIL,False,False,nan,x**3 + x**2 + x,((x + (((cube(x) + (((x + square(x)) + x) - (square(x) * ((x / x) / x)))) - x) + 1.236443e-7)) + x) - (x - -1.2419872e-7,simplify≠0 | eval error: name 'cube' is not defined
2024,hypatiax,N2,0.9999999999999994,FAIL,False,False,nan,x**4 + x**3 + x**2 + x,x + ((x * (((((x * x) * (x * 0.99999994)) + ((cube(x) + x) * x)) / x) * x)) / x),simplify≠0 | eval error: name 'cube' is not defined
2024,hypatiax,N3,0.9999999999999999,FAIL,False,False,nan,x**5 + x**4 + x**3 + x**2 + x,(((((x + (cube(x) + -2.4612626e-7)) * x) * x) + x) + (((x * (x + cube(x))) + (x + -4.1138907e-7)) - -4.1138907e-7)) - x,simplify≠0 | eval error: name 'cube' is not defined
2024,hypatiax,N4,0.9999999999999981,NUMERICAL,False,True,3.9883801150608633e-07,x**6 + x**5 + x**4 + x**3 + x**2 + x,x + (((x + (0.9999995 + square(x))) * ((1.0000002 + (x * square(x))) * x)) - x),simplify≠0 | max_err=3.99e-07 on 1000 pts
2024,hypatiax,N5,-0.6915819039059026,FAIL,False,False,nan,sin(x**2) * cos(x) - 1,(cos(0.018963575 - cos(((cos(((square(cos(x * 1.0716859)) * 0.57970643) + 0.801484) * square(x)) * 0.2033999) - 1.741149,r²=-0.691582 < threshold 0.9999
2024,hypatiax,N6,0.9999999999994164,FAIL,False,False,nan,sin(x) + sin(x + x**2),sin(x + (cube(x) * -2.3600212e-8)) + sin(((((exp(x * sin(square(cube(x + x)))) + 0.99781394) * cube(x)) * -1.1159209e-8),simplify≠0 | eval error: name 'cube' is not defined
2024,hypatiax,N7,1.0,FAIL,False,False,nan,log(x + 1) + log(x**2 + 1),log(((cube(x) + x) - x) + (x + ((cube(x) + square(x)) + (((((x + -0.31507778) + (x - cube(x))) - x) - x) + 1.3150778)))),simplify≠0 | eval error: name 'cube' is not defined
2024,hypatiax,N8,1.0,SYMBOLIC,True,False,nan,sqrt(x),sqrt(((exp(log(x)) - x) * square(cos((0.622641 / x) - exp(square(x) + x)))) + x),"simplify→0 [positive domain, 0.0s]"
2024,hypatiax,N9,0.9999999999999098,NUMERICAL,False,True,4.1673566708588794e-08,sin(x) + sin(y**2),(((sin(x) * x) + 0.94153064) * (square(y) * 1.0430301e-8)) + ((sin(square(y)) + sin(x)) + ((1.0430301e-8 * square(y)) * ,simplify≠0 | max_err=4.17e-08 on 1000 pts
2024,hypatiax,N10,0.9999999999999973,FAIL,False,False,nan,2 * sin(x) * cos(y),sin(x) * (((cos(-8.502634e-9 - y) + (cos(cos(cube(y)) - ((cos(y) + -8.502634e-9) / -2.305632e-8)) * -2.3050982e-8)) * 2.,simplify≠0 | eval error: name 'cube' is not defined
2024,hypatiax,N11,0.9999999999999994,NUMERICAL,False,True,8.881784197001252e-16,x**y,exp(((y * ((log(x) * 2.040422) / y)) * y) / 2.040422) * ((((y * (y * ((y / y) / y))) * y) / y) / y),simplify≠0 | max_err=8.88e-16 on 1000 pts
2024,hypatiax,N12,-inf,FAIL,False,False,nan,x**4 - x**3 + y**2 / 2 - y,FAILED,r²=-inf < threshold 0.9999
2024,pysr,N1,0.9999999999999992,NUMERICAL,False,True,5.341987874274423e-08,x**3 + x**2 + x,((((x * 3.4790045e-8) + (x + 0.14157055)) + square(x)) * x) + ((x + ((square(x) + 0.30253604) * 2.303514e-8)) + ((x + (1,simplify≠0 | max_err=5.34e-08 on 1000 pts
2024,pysr,N2,0.9999999999999994,FAIL,False,False,nan,x**4 + x**3 + x**2 + x,(x * 0.99999994) + ((x * (x * ((((cube(x) + x) * x) + (((square(x) * 1.1793786) * x) * 0.8479041)) / x))) / x),simplify≠0 | eval error: name 'cube' is not defined
2024,pysr,N3,0.9551533479347759,FAIL,False,False,nan,x**5 + x**4 + x**3 + x**2 + x,(square(exp(x) - cos(x - 0.017918289)) + (x * sin(sin((x / 0.58984876) - cos(cos(exp((x - -0.9613632) / -0.07423807)))) ,r²=0.955153 < threshold 0.9999
2024,pysr,N4,0.9059057997123549,FAIL,False,False,nan,x**6 + x**5 + x**4 + x**3 + x**2 + x,0.002712385 + ((exp(x * 2.0612006) + (sin(((cos(cube(x - 0.54948753) * -0.45854753) + -2.1381433) * x) + 0.014364929) + ,r²=0.905906 < threshold 0.9999
2024,pysr,N5,-0.7011880600487064,FAIL,False,False,nan,sin(x**2) * cos(x) - 1,((cos(cos(cos(cos(cos(square(x * (x * 0.50367767))))))) * 0.2955936) + -1.2355263) * cos(sin(x / (-0.46164328 / cos(cos(,r²=-0.701188 < threshold 0.9999
2024,pysr,N6,0.9999999999999878,FAIL,False,False,nan,sin(x) + sin(x + x**2),sin(x) + (sin(x + square(x)) + (exp(square(square(sin(square(square(x)))) + sin(square(cube(x + 0.902891)))) + 0.0433622,simplify≠0 | eval error: name 'cube' is not defined
2024,pysr,N7,0.991453379629507,FAIL,False,False,nan,log(x + 1) + log(x**2 + 1),(x - -0.0017243716) * (((x * 0.9492389) / exp(x * (cube(cos(x) / ((cube(cos(x / 0.9489896)) * square(x)) + exp(x))) + 0.,r²=0.991453 < threshold 0.9999
2024,pysr,N8,1.0,SYMBOLIC,True,False,nan,sqrt(x),sqrt((((exp(log(x)) - x) * square(cos(exp(square(x)) + cos(x)))) * cos(exp(x - -0.9629196))) + x),"simplify→0 [positive domain, 0.0s]"
2024,pysr,N9,0.999999999999946,NUMERICAL,False,True,2.59151142767422e-08,sin(x) + sin(y**2),sin(x) + sin((y - ((x + cos(y * (((x * 0.54480517) - -0.60732704) - square(y + y)))) * (y * 2.3215222e-8))) * y),simplify≠0 | max_err=2.59e-08 on 1000 pts
2024,pysr,N10,0.9999999999999933,FAIL,False,False,nan,2 * sin(x) * cos(y),(((cos(cos(square(y)) - x) * -3.0985053e-8) * (sin(sin(sin(sin(sin(square(cube(cube(log(y))))))))) + x)) + cos(y)) * (si,simplify≠0 | eval error: name 'cube' is not defined
2024,pysr,N11,0.9999999999999477,NUMERICAL,False,True,2.3989878750185767e-07,x**y,exp(log(x) * ((sin((exp(x) / y) / -5.817195e-12) * (cos(y) * (x * -1.1548022e-7))) + y)),simplify≠0 | max_err=2.40e-07 on 1000 pts
2024,pysr,N12,0.9999999999999998,NUMERICAL,False,True,5.750097934603682e-08,x**4 - x**3 + y**2 / 2 - y,(((((square(y) * 0.49999997) - y) + ((-1.0 / (x + 3.0745085e-8)) * (((x + -2.7870444e-8) * square(square(x))) / x))) + s,simplify≠0 | max_err=5.75e-08 on 1000 pts
777,hypatiax,N1,1.0,FAIL,False,False,nan,x**3 + x**2 + x,((((0.8381074 / square(x)) * (((((1.1931645 * x) * square(square(x))) * x) / x) / (square(x) / x))) + (x + cube(x))) + x,simplify≠0 | eval error: name 'cube' is not defined
777,hypatiax,N2,1.0,FAIL,False,False,nan,x**4 + x**3 + x**2 + x,((((((x * (x + cube(x))) - x) + 1.5066674e-7) - x) + (x + -2.980287e-7)) + (((x + x) + 9.7496056e-8) + (cube(x) - x))) +,simplify≠0 | eval error: name 'cube' is not defined
777,hypatiax,N3,0.9999999999999961,FAIL,False,False,nan,x**5 + x**4 + x**3 + x**2 + x,((x + (((x + 0.0527089) * x) * 2.5514723e-7)) + ((((((cube(x) + x) * (x + 0.9999998)) * x) - x) + x) + x)) - x,simplify≠0 | eval error: name 'cube' is not defined
777,hypatiax,N4,1.0,FAIL,False,False,nan,x**6 + x**5 + x**4 + x**3 + x**2 + x,x * (((x + (((((((cube(x) + x) * x) - x) + 0.9999997) + (x + cube(x))) + x) * x)) + 0.99999994) - x),simplify≠0 | eval error: name 'cube' is not defined
777,hypatiax,N5,-inf,FAIL,False,False,nan,sin(x**2) * cos(x) - 1,FAILED,r²=-inf < threshold 0.9999
